,taus,split,jackknife+,CV+,JAW
0,16.937330247412103,0.5138475311441659,0.526344804906558,0.5528640991527535,0.5230721049051896
1,17.840893920562298,0.5161396205128257,0.5322464458291778,0.5544632996934173,0.5273080586046707
2,18.744457593712497,0.5216541402884112,0.5381214094220952,0.5496669143703232,0.5346832967232816
3,19.648021266862692,0.5195787070815573,0.5362588909320142,0.5488534323747705,0.5266004896058852
4,20.551584940012887,0.5222162520418651,0.5467426684754382,0.5488382373257155,0.5471143216947226
5,21.455148613163086,0.5223145998627415,0.5543317847696495,0.5502042929131012,0.5600790870211482
6,22.35871228631328,0.5282334747732217,0.5617708436278849,0.5547726571429149,0.5613652091839506
7,23.26227595946348,0.5231847788812248,0.558076342469855,0.5612495109188249,0.5605982033220854
8,24.165839632613675,0.5282322296908375,0.5613046541605795,0.5636607688262825,0.5617039999392616
9,25.06940330576387,0.535464001067111,0.5636136989712098,0.5755266239679218,0.557020429905868
10,25.97296697891407,0.5342325067966716,0.5661290239260814,0.5778065647138693,0.5629724640846944
11,26.876530652064265,0.535704087955761,0.5697587983918038,0.5805700764577321,0.5667024825480182
12,27.780094325214463,0.534294518076185,0.5655707303478422,0.5800818162020882,0.5703641709905823
13,28.68365799836466,0.5317326256208225,0.5670365551478519,0.5797266548105298,0.5746207286097614
14,29.587221671514854,0.5298677011550412,0.572447993944554,0.5803808628431371,0.5867197563245259
15,30.49078534466505,0.5304215027007587,0.5718932013074363,0.5842495313314031,0.5884461746896359
16,31.394349017815248,0.5257981253026791,0.5675715744064442,0.5798572604310929,0.5838664940521565
17,32.29791269096545,0.5301878842671277,0.5736230625647543,0.585626619478943,0.5892533509726877
18,33.20147636411564,0.5331083322271788,0.574443156407504,0.5881659159741607,0.5848523307965162
19,34.10504003726584,0.5369137412646062,0.5810786123411869,0.5844826373276747,0.589524402371862
